team,fg_pct,opp_fg_pct,three_pt_pct,opp_three_pt_pct,ft_pct,rebounds,opp_rebounds,assists,steals,opp_steals,trnovrs_commited,pts,opp_pts,opp_fouls,prev_season,playoffs
Houston Rockets,0.44,0.433,0.346,0.347,0.768,48.7,45.2,20.4,8.1,9,17.3,104.3,102.6,24.3,0,0
Indiana Pacers*,0.441,0.428,0.339,0.34,0.766,47.7,45.6,25.2,9.2,8.2,15.9,104.6,100.8,25.3,1,1
Los Angeles Clippers,0.437,0.447,0.331,0.365,0.75,46.2,46.6,21.3,7.6,8.7,17.2,102.3,106.8,24.5,0,0
Los Angeles Lakers*,0.451,0.443,0.356,0.38,0.734,47.3,45,24.9,8.3,8.4,15.5,107.2,104.7,24.9,1,1
Memphis Grizzlies,0.452,0.46,0.365,0.363,0.739,44.3,47.8,24.6,8.5,9.3,16.4,103.9,107.3,23.2,0,0
Miami Heat,0.412,0.437,0.316,0.353,0.765,47,47.7,20.7,8.2,8.6,16.1,96.7,102.4,23,0,0
Milwaukee Bucks*,0.457,0.458,0.383,0.375,0.776,43.3,47.5,24.3,8.3,7.2,13.9,108.8,108.6,22.5,0,1
Minnesota Timberwolves*,0.466,0.437,0.368,0.347,0.77,47.1,45.1,27.3,7.3,7.5,14.8,106.1,103.8,22.2,1,1
New Jersey Nets*,0.441,0.427,0.332,0.359,0.757,46.7,45,25,9.5,9.2,16.1,103.8,98.1,24.9,1,1
New Orleans Hornets*,0.435,0.438,0.376,0.338,0.768,48.2,44.2,24.4,8.9,8.7,16.4,103.9,101.6,23.7,1,1
New York Knicks,0.441,0.457,0.383,0.34,0.815,42.9,47.3,24,7.7,8.4,15.3,104.7,106.2,21.7,0,0
Orlando Magic*,0.436,0.455,0.357,0.334,0.777,43.6,46.4,21.8,9.1,8.4,15.3,105.2,105,23.7,1,1
Philadelphia 76ers*,0.448,0.452,0.311,0.354,0.775,45.7,43.7,23.4,11.2,8.4,16,105,102.5,24.9,1,1
Phoenix Suns*,0.443,0.438,0.343,0.32,0.742,46.2,46.6,22.8,8.8,8.5,16,103.7,102.5,23.3,0,1
Portland Trail Blazers*,0.46,0.45,0.33,0.341,0.745,45.6,43.3,25.1,9.8,9.2,16.9,105.5,102.6,22.6,1,1
Sacramento Kings*,0.464,0.42,0.381,0.32,0.746,46.3,47.7,25.8,9.3,8.7,15.1,105.9,99.1,20.7,1,1
San Antonio Spurs*,0.462,0.427,0.354,0.339,0.725,47,45.1,22,8.5,8.9,17.4,105.6,99.7,25.7,1,1
Seattle SuperSonics,0.437,0.447,0.353,0.344,0.744,46,46.7,24.4,9.3,6.9,14.9,103.7,103.9,22.9,1,0
Toronto Raptors,0.427,0.461,0.343,0.375,0.718,45.6,48.2,21.3,8.2,8.1,15.9,100.5,107,23,1,0
Utah Jazz*,0.468,0.434,0.349,0.349,0.745,46.2,42.5,28.6,9.6,9.8,18.7,105.5,102.8,26.5,1,1
Washington Wizards,0.44,0.442,0.312,0.362,0.779,45.5,46.6,22.1,8.5,8.4,15,103,104.1,24.8,0,0
Atlanta Hawks,0.433,0.44,0.335,0.358,0.776,46.5,46.9,21.9,8.3,9.7,17.9,101,106.1,22.6,0,0
Boston Celtics*,0.443,0.437,0.346,0.362,0.75,43,47,22,10.1,9.4,17.4,102.1,103.7,23.8,1,1
Chicago Bulls,0.414,0.436,0.342,0.355,0.725,46.8,48.5,23.5,8.7,9.1,17.3,96.6,103.4,22.1,0,0
Cleveland Cavaliers,0.433,0.437,0.314,0.371,0.753,49.7,45.9,24.1,7.8,8.4,16.2,101.4,104.2,22,0,0
Dallas Mavericks*,0.459,0.459,0.348,0.363,0.796,48.3,46.4,25.5,8.5,7.6,13,112.1,107.4,22,1,1
Denver Nuggets*,0.443,0.453,0.336,0.356,0.767,45.2,45.9,23.4,9.7,8.7,16.7,103.9,102.7,24.7,0,1
Detroit Pistons*,0.435,0.413,0.344,0.302,0.753,48.4,46,23.5,9.1,9,17.1,102,95.4,25.9,1,1
Golden State Warriors,0.442,0.445,0.334,0.374,0.725,47.6,47.3,22.6,7.8,9,16.3,103,103.8,24.2,0,0
Houston Rockets*,0.442,0.412,0.366,0.372,0.773,47.9,44.7,21.7,7.7,9.7,18.8,100.9,99,23.2,0,1
Indiana Pacers*,0.435,0.432,0.351,0.324,0.764,47.3,45.6,24.6,10.1,8.1,16.4,103.8,97.2,24.8,1,1
Los Angeles Clippers,0.428,0.46,0.321,0.36,0.785,47.5,45.2,22,7.9,9.2,17.9,103.5,108.5,24.8,0,0
Los Angeles Lakers*,0.454,0.44,0.327,0.337,0.693,46.3,45.6,25.5,8.9,8.1,14.8,105.5,101.3,26.5,1,1
Memphis Grizzlies*,0.445,0.436,0.34,0.338,0.727,45.3,47.7,25.3,10.5,8.9,16.2,104.8,102.2,25,0,1
Miami Heat*,0.425,0.428,0.357,0.343,0.762,47,46.7,21.6,8.1,8,15.7,102.2,101.7,23.9,0,1
Milwaukee Bucks*,0.447,0.452,0.35,0.352,0.775,45.9,46.4,24.8,7.3,8.1,14.7,106.5,105.4,24.9,1,1
Minnesota Timberwolves*,0.462,0.414,0.363,0.334,0.781,48.1,46.4,25.8,7.7,7.5,14.2,105.9,99.7,22.6,1,1
New Jersey Nets*,0.441,0.427,0.336,0.35,0.753,45.4,45.5,27.4,9.7,8.9,16.5,100.8,98,23.7,1,1
New Orleans Hornets*,0.42,0.441,0.319,0.341,0.751,47.7,46.8,23.3,9.6,8.3,16.7,102.3,102.4,23.6,1,1
New York Knicks*,0.442,0.429,0.364,0.338,0.793,47.1,45.8,22.9,8.2,9.1,17.4,101.7,103.3,21.6,0,1
Orlando Magic,0.429,0.466,0.344,0.377,0.737,44.7,48.5,21.1,7.3,8.3,15,102.7,110.4,22.5,1,0
Philadelphia 76ers,0.428,0.432,0.342,0.333,0.753,46,46.6,22.5,9,9.3,17.9,99.1,101.9,24.1,1,0
Phoenix Suns,0.443,0.446,0.345,0.349,0.746,43.7,47.1,20.8,9.6,8.5,16.4,101.4,105.5,20.9,1,0
Portland Trail Blazers,0.448,0.45,0.346,0.341,0.731,47.6,46.1,24.6,8.5,9.2,16.9,103.7,105.1,21.4,1,0
Sacramento Kings*,0.462,0.454,0.401,0.339,0.795,44.2,47.1,28.1,9.3,8.5,14.9,110.3,104.9,23.8,1,1
San Antonio Spurs*,0.442,0.409,0.358,0.327,0.681,50.4,45.9,22.8,9,8.6,16.4,102.2,94.1,25,1,1
Seattle SuperSonics,0.446,0.45,0.373,0.349,0.765,43.5,47.1,24,8.9,8.5,16,107.3,108,22.3,0,0
Toronto Raptors,0.418,0.428,0.356,0.307,0.75,45,51.2,21.8,8.4,8.2,16.1,97,100.4,22.4,0,0
Utah Jazz,0.436,0.432,0.321,0.343,0.746,47.3,42,23.4,8.2,9.3,19.1,101.9,103.3,28,1,0
Washington Wizards,0.421,0.454,0.341,0.342,0.714,46,46.8,20.2,9.6,10.3,18.9,98.8,104.8,23.4,0,0
Atlanta Hawks,0.441,0.476,0.312,0.379,0.711,45.4,44.8,21.3,8.3,9.5,17.4,100.6,111.1,23.5,0,0
Boston Celtics*,0.468,0.444,0.349,0.356,0.764,43.3,44.9,23.4,8.6,9.2,16.8,107.5,106.6,25.1,1,1
Charlotte Bobcats,0.432,0.463,0.363,0.361,0.709,44.7,46.4,23.5,9.1,8.2,15.6,101.1,107.5,24.3,0,0
Chicago Bulls*,0.432,0.422,0.357,0.334,0.75,47,45.9,22.8,7.5,9,17.9,101.4,100.3,25.1,0,1
Cleveland Cavaliers,0.447,0.452,0.332,0.376,0.752,46.7,43.9,24.9,8.8,7.4,15.4,106.6,105.7,23.8,0,0
Dallas Mavericks*,0.457,0.438,0.364,0.33,0.789,46.2,46.4,21.1,9.3,7.7,14.5,110.3,104.1,24.9,1,1
Denver Nuggets*,0.459,0.447,0.34,0.345,0.763,44.7,44.4,25.4,9.7,8.3,15.9,106,103.9,25.5,1,1
Detroit Pistons*,0.444,0.43,0.345,0.338,0.739,49.1,44.8,24.7,7.9,8.4,15.6,105.6,101.2,25.5,1,1
Golden State Warriors,0.43,0.458,0.352,0.363,0.722,45.3,49.5,23.4,8.3,7.4,14.4,104.7,106.9,23,0,0
Houston Rockets*,0.443,0.423,0.364,0.338,0.781,47.3,45.4,23.6,7.7,8.3,15.5,106.2,101.7,24.1,1,1
Indiana Pacers*,0.432,0.44,0.344,0.365,0.792,45.4,46.9,20.6,8.5,7.6,16.2,105.5,104.6,26,1,1
Los Angeles Clippers,0.459,0.444,0.345,0.368,0.778,46.2,43.6,25.6,8.1,8.6,17.3,105.5,106.4,26,0,0
Los Angeles Lakers,0.437,0.453,0.355,0.361,0.777,47.3,46.4,22.3,6.8,8.4,15.7,108.1,111.4,24.2,1,0
Memphis Grizzlies*,0.447,0.432,0.357,0.351,0.754,44,46.5,23.6,9.6,8.4,16.5,105.5,102.9,25.5,1,1
Miami Heat*,0.486,0.427,0.377,0.348,0.672,46.7,43.9,23.7,7,8.1,14.9,110.2,103.1,26.7,1,1
Milwaukee Bucks,0.45,0.464,0.351,0.343,0.772,45.3,44.7,23,7.1,8.2,15.1,106.6,109.8,26.1,1,0
Minnesota Timberwolves,0.459,0.438,0.345,0.363,0.796,48.1,46.2,26.2,6.3,7.4,14.7,108.2,106.6,22.2,1,0
New Jersey Nets*,0.429,0.439,0.362,0.368,0.763,43.9,45.7,24,8.8,8.1,15.8,101.4,103.1,25.5,1,1
New Orleans Hornets,0.415,0.452,0.315,0.367,0.766,45.4,47.2,23.7,7.6,8.7,16.7,99.7,107.7,23.8,1,0
New York Knicks,0.451,0.465,0.356,0.364,0.767,44.7,45.5,22.2,8.4,8,16,106.2,108.9,23.1,1,0
Orlando Magic,0.454,0.451,0.349,0.343,0.759,46.1,44.4,20.4,8.1,9,17,104.9,107.3,24.7,0,0
Philadelphia 76ers*,0.437,0.443,0.348,0.362,0.789,43.9,46,21.8,9.6,8.7,16.2,103.5,104.3,24.6,0,1
Phoenix Suns*,0.477,0.445,0.393,0.335,0.748,45.8,47.9,24.4,7.2,7.9,14.2,114.5,107.1,22.1,0,1
Portland Trail Blazers,0.451,0.447,0.362,0.343,0.725,45.7,46.9,23.3,7.9,9.5,17.7,103.2,107.7,22.6,0,0
Sacramento Kings*,0.459,0.459,0.374,0.357,0.787,45.2,47.2,26,8.8,8.1,13.9,110.5,108.2,22.9,1,1
San Antonio Spurs*,0.453,0.426,0.363,0.367,0.724,47.4,44.9,24.1,8.4,8.1,15.3,107.5,98.8,25.8,1,1
Seattle SuperSonics*,0.444,0.459,0.365,0.357,0.79,46.3,42.9,20.6,7.6,7,15.4,112.2,109.6,26.9,0,1
Toronto Raptors,0.444,0.467,0.385,0.356,0.774,43,48.5,21.8,8.1,6.6,14.2,106.9,108.7,23.5,0,0
Utah Jazz,0.449,0.458,0.328,0.375,0.757,45.2,42.4,25.1,7.4,8.9,17.7,104.7,109.5,28.3,0,0
Washington Wizards*,0.437,0.459,0.343,0.364,0.725,45.6,45.9,20.3,9.3,7.6,15.2,107.2,107.5,25.9,0,1
Atlanta Hawks,0.454,0.478,0.367,0.368,0.75,44.1,44.3,21.7,7.8,8,17.1,106.4,111.6,24.8,0,0
Boston Celtics,0.467,0.456,0.362,0.353,0.755,42.5,42.9,22.5,7.6,9,17.8,105.2,106.9,24.1,1,0
Charlotte Bobcats,0.433,0.478,0.339,0.356,0.729,42.1,46.5,22.2,10.6,7.4,15.1,102.5,106.7,24.9,0,0
Chicago Bulls*,0.446,0.426,0.379,0.351,0.738,45.5,44.4,23.4,6.6,7.9,15.9,104,103.4,24.4,1,1
Cleveland Cavaliers*,0.454,0.455,0.339,0.356,0.729,46.8,43.5,21,7.6,7.3,15.3,107.8,105.4,24.8,0,1
Dallas Mavericks*,0.462,0.443,0.374,0.361,0.783,47.6,43.2,20.3,8.2,7.4,15.3,111.8,105,26.9,1,1
Denver Nuggets*,0.461,0.454,0.325,0.358,0.744,43.4,44,24.6,8.9,7.5,15.6,105.5,105.2,24.5,1,1
Detroit Pistons*,0.455,0.452,0.384,0.325,0.727,46.3,46.7,27.5,8.1,6.7,13,110.8,103.1,24.1,1,1
Golden State Warriors,0.433,0.457,0.341,0.351,0.718,45,47.3,22,7.8,7.5,15,104.8,106.2,24.9,0,0
Houston Rockets,0.433,0.429,0.332,0.369,0.759,46.9,46.1,21.7,8.1,8,16.4,101.6,103.3,23.6,1,0
Indiana Pacers*,0.444,0.435,0.349,0.343,0.737,46.9,45.9,22.1,8.1,9,17,104.5,102.4,24.4,1,1
Los Angeles Clippers*,0.465,0.435,0.344,0.347,0.791,46.7,43.5,22.6,7.1,7.5,15.7,105.3,103.6,23.5,0,1
Los Angeles Lakers*,0.453,0.45,0.349,0.353,0.745,46,43.8,23.1,8.4,7.1,15.2,108.4,105.7,25.6,0,1
Memphis Grizzlies*,0.448,0.436,0.374,0.334,0.711,45,46.7,22.2,8.4,8.4,15.9,105.9,101.6,26.2,1,1
Miami Heat*,0.478,0.44,0.345,0.361,0.7,46.9,42.3,22.4,6.9,7.4,15.7,108.7,104.5,25.7,1,1
Milwaukee Bucks*,0.453,0.466,0.38,0.354,0.738,44.7,43.8,23.4,7.9,8,15.9,106.3,107.4,25.7,0,1
Minnesota Timberwolves,0.456,0.441,0.329,0.364,0.758,44,46.1,23.4,7.6,7.3,16.2,102.4,104.5,23.6,0,0
New Jersey Nets*,0.44,0.439,0.33,0.348,0.758,45.4,45.7,25.4,7.5,8,15.1,103.9,102.4,25.5,1,1
New Orleans/Oklahoma City Hornets,0.44,0.459,0.339,0.367,0.758,44.9,45.7,20.7,8.3,7.2,14.9,103.7,106.8,26,0,0
New York Knicks,0.455,0.467,0.362,0.378,0.726,45,42,19.5,7.4,8.9,19.2,104,111,27.6,0,0
Orlando Magic,0.472,0.454,0.376,0.357,0.73,45,43,20.4,7.3,8.4,16.9,106.3,107.5,25.9,0,0
Philadelphia 76ers,0.458,0.463,0.364,0.351,0.76,42.9,45.6,21.5,8.5,8.2,15.1,106,108.1,24.7,1,0
Phoenix Suns*,0.479,0.454,0.399,0.363,0.806,43,47.2,27.3,6.9,7.4,13.7,111.5,105.8,20.4,1,1
Portland Trail Blazers,0.445,0.468,0.349,0.381,0.689,42.9,48.2,20.7,7.3,8.2,16.7,101.1,111.9,23.7,0,0
Sacramento Kings*,0.454,0.454,0.351,0.351,0.784,43.8,45.5,24,8,8.6,15.8,106.7,105,24.8,1,1
San Antonio Spurs*,0.472,0.433,0.385,0.339,0.702,46.5,45.2,23.5,7.4,8.2,15.4,107.3,99.6,23.4,1,1
Seattle SuperSonics,0.459,0.485,0.371,0.375,0.785,42.9,43.8,22.4,8.2,7.9,16,111.1,114.4,24,1,0
Toronto Raptors,0.454,0.491,0.375,0.373,0.791,41.7,44.6,21,7,6.8,14.1,109.5,112.7,24.2,0,0
Utah Jazz,0.442,0.449,0.336,0.378,0.719,47.4,42.7,24.4,7.2,9.1,17.7,104.1,107,28.9,0,0
Washington Wizards*,0.447,0.465,0.357,0.363,0.757,44.3,45.1,20,8.6,7,15,109.3,107.3,27.2,1,1
Atlanta Hawks,0.444,0.466,0.329,0.376,0.761,44.1,44.5,21.1,8.2,8,17.5,103,108.3,24.9,0,0
Boston Celtics,0.443,0.468,0.367,0.354,0.767,43.5,43.7,21.4,7.7,7.9,17.7,103.2,106.9,23.1,0,0
Charlotte Bobcats,0.446,0.465,0.357,0.363,0.734,42.6,45.5,23.9,8.3,7.9,16,103.6,107.6,23.3,0,0
Chicago Bulls*,0.457,0.435,0.388,0.349,0.734,46.4,43.4,23.7,8.3,8,17,104.9,99.6,24.6,1,1
Cleveland Cavaliers*,0.447,0.448,0.352,0.329,0.696,47.4,43.4,22.7,8.3,7.2,15.6,105.5,101.3,24,1,1
Dallas Mavericks*,0.467,0.447,0.381,0.349,0.805,46.6,42.4,22.1,7.6,7.7,15.5,111.3,103.2,24.6,1,1
Denver Nuggets*,0.465,0.46,0.336,0.353,0.746,44.3,43.2,23.9,8.4,8.5,16.8,107.6,105.9,24.2,1,1
Detroit Pistons*,0.454,0.445,0.344,0.339,0.774,46,46.7,24.5,8.1,7.2,13.8,108.9,104.2,23.1,1,1
Golden State Warriors*,0.463,0.462,0.356,0.366,0.717,41.6,46.6,23.9,9.2,8.3,16,107,107.4,22.4,0,1
Houston Rockets*,0.445,0.429,0.372,0.351,0.753,47.3,44.6,22.7,7.8,7.6,15.5,106,100.7,21.7,0,1
Indiana Pacers,0.438,0.457,0.346,0.372,0.76,45,44.8,22,7.9,8.5,17.5,102.9,105.5,25.5,1,0
Los Angeles Clippers,0.456,0.452,0.348,0.339,0.788,45.2,43.2,23.6,8,7.8,16.6,105.1,105.6,24.5,1,0
Los Angeles Lakers*,0.466,0.461,0.353,0.358,0.747,43.3,44.4,23.7,7.7,8.3,16.3,108.6,108.6,24.5,1,1
Memphis Grizzlies,0.465,0.486,0.367,0.389,0.761,41.6,44.2,21.6,7.2,8.7,17.2,106.9,112.3,25.6,1,0
Miami Heat*,0.464,0.444,0.343,0.355,0.69,44.9,45.5,22.6,7.6,7.6,16.1,104.3,105.3,24.1,1,1
Milwaukee Bucks,0.465,0.48,0.356,0.368,0.733,42.1,46.2,23.2,7.7,8.1,16.2,107,111.7,22.5,1,0
Minnesota Timberwolves,0.461,0.46,0.353,0.348,0.792,43.4,44.8,24.4,7,7.7,16.9,103.9,107.9,22.1,0,0
New Jersey Nets*,0.457,0.45,0.363,0.357,0.727,44.2,44.8,25.9,6.6,7.7,16,105.7,106.6,24.9,1,1
New Orleans/Oklahoma City Hornets,0.445,0.457,0.362,0.355,0.74,47.3,44.8,20.6,7,7.4,15.9,104.8,106.5,23.2,0,0
New York Knicks,0.457,0.46,0.346,0.376,0.715,46.9,42.1,20.3,7.2,8.1,18.6,105.7,108.8,24.8,0,0
Orlando Magic*,0.472,0.442,0.356,0.353,0.702,45.1,41.6,20.6,7.6,9.2,18.8,104.9,104.1,25.9,0,1
Philadelphia 76ers,0.458,0.463,0.345,0.353,0.767,43.3,44.9,22.2,7.9,8.1,16.7,103.6,106.9,24,0,0
Phoenix Suns*,0.494,0.457,0.399,0.363,0.808,41.9,44.3,26.8,7,7.1,15,113.9,106.4,22.2,1,1
Portland Trail Blazers,0.45,0.471,0.346,0.361,0.769,43.9,43.5,20.6,7.6,7.3,16.8,105.1,109.9,23.8,0,0
Sacramento Kings,0.45,0.472,0.35,0.365,0.765,40.8,45.5,21.3,8.6,7.3,15.3,106.2,108,25.4,1,0
San Antonio Spurs*,0.474,0.443,0.381,0.334,0.751,45.1,43.4,24.5,7.9,7.8,15.4,109.2,99.9,23.5,1,1
Seattle SuperSonics,0.46,0.476,0.362,0.361,0.791,42.8,44.3,22.3,8.3,7.8,16.7,107.2,110.3,21.6,0,0
Toronto Raptors*,0.463,0.463,0.363,0.357,0.788,42.5,45.8,23.9,7.6,6.4,14.5,107,106,23.4,0,1
Utah Jazz*,0.474,0.455,0.335,0.355,0.743,46.1,40.2,26.8,7.6,8.2,16.9,110.1,107,26.6,0,1
Washington Wizards*,0.45,0.473,0.348,0.377,0.765,43.4,45.3,21.4,8.2,6.7,14.6,110.1,110.6,24.8,1,1
Atlanta Hawks*,0.454,0.463,0.356,0.362,0.772,46,44.5,23.9,8,8.2,16.2,106.9,108.9,23.8,0,1
Boston Celtics*,0.475,0.419,0.381,0.316,0.771,46,42.6,24.5,9.3,7.9,16.6,110.2,98.9,24.3,0,1
Charlotte Bobcats,0.452,0.466,0.367,0.355,0.714,43.8,47.2,23,8.1,8.2,15.8,104.6,109.4,22.6,0,0
Chicago Bulls,0.435,0.453,0.363,0.375,0.756,45.9,45.5,23.6,8.3,8.4,15.6,103.9,107.2,22.7,1,0
Cleveland Cavaliers*,0.439,0.455,0.358,0.357,0.717,49,44.4,22,7.8,7.5,15.4,106,106.4,22.3,1,1
Dallas Mavericks*,0.464,0.443,0.352,0.349,0.814,47.6,44.5,23.2,6.6,7.2,14,111.1,106.1,23.5,1,1
Denver Nuggets*,0.47,0.457,0.355,0.363,0.751,43.8,45.1,24.5,9.1,7.8,14.6,110,106.3,23.6,1,1
Detroit Pistons*,0.458,0.437,0.366,0.332,0.767,47.3,44.7,25.5,8.1,6.6,13.3,111.4,102.9,22.5,1,1
Golden State Warriors,0.459,0.468,0.348,0.368,0.752,43.5,47.3,22.5,9.1,7,13.3,111.8,109.5,21.3,1,0
Houston Rockets*,0.448,0.433,0.342,0.365,0.726,49.3,44.9,23.7,8.1,8.4,15.1,106.8,101.6,21.7,1,1
Indiana Pacers,0.444,0.454,0.374,0.386,0.768,44,46.4,23.2,7.7,8.2,15.4,106,107.5,22.2,0,0
Los Angeles Clippers,0.438,0.467,0.324,0.349,0.781,43.3,47,22.8,7.3,7.8,15.5,101.2,109.1,23.3,0,0
Los Angeles Lakers*,0.476,0.445,0.378,0.362,0.769,45.9,44.5,25.4,8.3,8,14.7,113,105.5,23.5,1,1
Memphis Grizzlies,0.454,0.48,0.349,0.364,0.723,43.4,46.4,20,6.4,9,15.9,105,111.4,23.4,0,0
Miami Heat,0.443,0.468,0.358,0.369,0.727,41.4,47.4,22,7.9,8.5,16.1,100.5,110,22.1,1,0
Milwaukee Bucks,0.449,0.48,0.344,0.384,0.733,45.2,44.1,23.3,7.2,8.6,16,105.3,112.8,22.9,0,0
Minnesota Timberwolves,0.451,0.472,0.35,0.357,0.736,44.9,45.2,21.6,8.2,8.1,15.7,103.8,111.2,19,0,0
New Jersey Nets,0.443,0.456,0.348,0.369,0.736,45.4,45.2,25.5,6.9,8.8,16.3,104,109.4,24.3,1,0
New Orleans Hornets*,0.466,0.46,0.389,0.351,0.769,46.3,45.1,24.1,8.6,6.3,13.1,111.5,105.7,21.2,0,1
New York Knicks,0.439,0.474,0.337,0.369,0.727,45.9,46.1,20.2,6.9,8.2,15.6,104.7,111.9,21.9,0,0
Orlando Magic*,0.474,0.446,0.386,0.358,0.721,44.8,44.4,22.2,6.8,7.6,15.2,111.3,105.5,24.7,1,1
Philadelphia 76ers*,0.46,0.461,0.317,0.36,0.706,46.2,43.2,22.5,9.6,7.4,15.7,106.4,106,22.9,0,1
Phoenix Suns*,0.5,0.456,0.393,0.353,0.783,42.7,45.2,27.5,6.7,7.5,14.9,113.3,108.1,21.7,1,1
Portland Trail Blazers,0.448,0.451,0.377,0.356,0.767,45.8,46.9,23.8,6.2,6.7,14.5,107.3,108.4,22.7,0,0
Sacramento Kings,0.464,0.466,0.373,0.373,0.798,42,43.9,20,8.3,8.5,16.8,107.5,109.9,24.2,0,0
San Antonio Spurs*,0.457,0.444,0.369,0.342,0.761,46.4,45.3,23.5,7.1,7.8,14.2,107.2,101.8,22.3,1,1
Seattle SuperSonics,0.444,0.461,0.333,0.385,0.77,46,45.4,22,6.7,8.9,16.5,100.5,109.5,20.2,0,0
Toronto Raptors*,0.468,0.458,0.392,0.368,0.812,44.1,45.8,26.2,7.6,6.3,12.9,110.2,107,20.2,1,1
Utah Jazz*,0.497,0.461,0.372,0.357,0.759,43.8,40.5,28.3,9.4,8.1,15.7,113.8,106.5,24.7,1,1
Washington Wizards*,0.446,0.461,0.356,0.386,0.782,46,45.5,21.7,8.5,7.1,14.6,109.2,109.6,22.3,1,1
Atlanta Hawks*,0.458,0.454,0.366,0.353,0.737,40,41.9,20.2,7.4,6.5,12.8,98.1,96.5,20.5,1,1
Boston Celtics*,0.486,0.431,0.397,0.349,0.765,42.1,37.6,22.7,7.6,7.1,15.6,100.9,93.4,22.2,1,1
Charlotte Bobcats,0.455,0.454,0.366,0.366,0.74,39.7,38.9,21.2,7.1,7.6,15.6,93.6,94.9,20.9,0,0
Chicago Bulls*,0.457,0.458,0.381,0.347,0.796,42.1,42.8,21.1,7.5,7.6,14.5,102.2,102.5,20.8,0,1
Cleveland Cavaliers*,0.468,0.431,0.393,0.333,0.757,42.2,38.9,20.3,7.2,6.3,12.7,100.3,91.4,20.3,1,1
Dallas Mavericks*,0.462,0.455,0.35,0.375,0.819,42.7,41.4,21.7,7.2,7.2,12.7,101.7,99.8,20.1,1,1
Denver Nuggets*,0.47,0.44,0.371,0.366,0.76,41.6,41.2,22.2,8.7,7.9,15.3,104.3,100.9,23.7,1,1
Detroit Pistons*,0.454,0.451,0.349,0.354,0.751,41.4,40.4,20.6,6,5.6,11.9,94.2,94.7,19.7,1,1
Golden State Warriors,0.458,0.468,0.373,0.38,0.791,42,47.1,20.9,7.8,7.9,14.6,108.6,112.3,23.5,0,0
Houston Rockets*,0.453,0.444,0.375,0.357,0.805,43,39.9,20.3,6.7,7.2,14.1,98.4,94.4,20.6,1,1
Indiana Pacers,0.455,0.458,0.378,0.375,0.807,43.7,44.1,21.6,7,7.7,14.5,105.1,106.2,20.6,0,0
Los Angeles Clippers,0.441,0.473,0.354,0.375,0.736,39.8,44.1,21,7,8,14.9,95.1,103.9,19.6,0,0
Los Angeles Lakers*,0.474,0.447,0.361,0.345,0.77,43.9,41.5,23.3,8.8,7.7,13.5,106.9,99.3,22.1,1,1
Memphis Grizzlies,0.454,0.473,0.36,0.355,0.756,38.8,39.9,17.4,7.5,7.7,15.3,93.9,99.3,21.8,0,0
Miami Heat*,0.457,0.455,0.357,0.389,0.754,39.5,41.9,20.4,7.9,6.4,12.5,98.3,98,19.9,0,1
Milwaukee Bucks,0.445,0.458,0.363,0.378,0.78,40.7,41,22,7.4,7.5,14.1,99.3,100.4,22.5,0,0
Minnesota Timberwolves,0.441,0.474,0.353,0.377,0.769,41.7,40.9,20.4,6.2,7.4,14.2,97.8,102.7,20,0,0
New Jersey Nets,0.448,0.462,0.376,0.391,0.779,39.8,41.4,20,6.8,6.9,13.1,98.1,100.5,20.5,0,0
New Orleans Hornets*,0.457,0.45,0.364,0.354,0.807,39.7,40,19.6,7.2,5.8,12.5,95.8,94.3,20.4,1,1
New York Knicks,0.445,0.48,0.36,0.351,0.784,42.1,46.1,21.2,7.4,8,14.3,105.2,107.8,19.4,0,0
Oklahoma City Thunder,0.447,0.475,0.346,0.364,0.786,42.6,41.2,20.3,7.4,8.5,16.2,97,103.1,20.2,0,0
Orlando Magic*,0.457,0.433,0.381,0.342,0.715,43.3,42.1,19.4,7,6.9,13.9,101,94.4,22.4,1,1
Philadelphia 76ers*,0.459,0.462,0.318,0.367,0.745,41.2,39.3,20.1,8,7,14.1,97.4,97.3,21.8,1,1
Phoenix Suns,0.504,0.467,0.383,0.383,0.744,41.7,40.8,23.2,7.2,8.6,15.7,109.4,107.5,22.9,1,0
Portland Trail Blazers*,0.465,0.46,0.383,0.374,0.765,41.7,36.3,20.3,6.7,6.3,12.9,99.4,94.1,21.1,0,1
Sacramento Kings,0.447,0.483,0.368,0.406,0.798,39.1,44,19.7,6.9,8.6,15.4,100.6,109.3,21.2,0,0
San Antonio Spurs*,0.466,0.453,0.386,0.379,0.761,41,40.4,21.2,5.8,6.5,11.7,97,93.3,18.4,1,1
Toronto Raptors,0.458,0.465,0.372,0.367,0.824,40.4,41.9,22.4,6.4,6.4,13.4,99,101.9,20.1,1,0
Utah Jazz*,0.475,0.464,0.349,0.361,0.771,41,40.3,24.7,8.8,8,14.8,103.6,100.9,24,1,1
Washington Wizards,0.45,0.482,0.33,0.387,0.767,40.1,41.8,20,7.5,7.2,14,96.1,103.5,20,1,0
Atlanta Hawks*,0.468,0.46,0.36,0.345,0.759,45.9,45.5,24,7.9,6.8,13.1,111.9,106.7,21.2,1,1
Boston Celtics*,0.483,0.451,0.348,0.342,0.746,41.9,43.5,25.6,9.3,7.7,16.1,107.7,103.8,23.5,1,1
Charlotte Bobcats*,0.453,0.448,0.346,0.338,0.751,44.7,43.4,22.2,8.4,8.2,17.2,104.4,102.8,24.1,0,1
